variant,accuracy,macro_precision,macro_recall,macro_f1
audio_only,0.391304347826087,0.4492784992784993,0.38219103335382404,0.3737606170201107
visual_only,0.35403726708074534,0.5158661887694146,0.37005172179590784,0.30603144158646434
late_fusion_alpha_0.7,0.4161490683229814,0.4848579782790309,0.4135855763762741,0.40726056110567044
