event_id,timestamp,zone,time_of_day,noise_level_db,ambient_limit_db,excess_db,noise_exceeded,is_construction_site,construction_confidence,violations,is_compliant,severity,audio_motorvehicle-horn,video_car,audio_motorvehicle-siren,audio_generator,video_person,video_truck,video_backpack,video_bus,video_motorcycle,audio_crowd-noise,video_bicycle,video_umbrella,audio_construction-site,video_train,audio_mobile-music,video_fire hydrant,video_airplane,video_suitcase,video_horse,video_bench,video_traffic light
test_clip_1_chunk_0109,2025-11-02T00:49:42.343838,residential,night,69.19,45.0,24.19,True,False,0.0,ambient_exceeded; horn_prohibited; multiple_violations,False,severe,0.7004,0.5145,,,0.6641,0.4532,,0.4909,0.7205,,,,,,,,,,,,
test_clip_1_chunk_0110,2025-11-02T00:49:52.343838,residential,night,63.0,45.0,18.0,True,False,0.2857,ambient_exceeded,False,severe,0.5609,0.5617,,,0.679,0.6115,,0.5687,,,,,,,,0.4969,,,,,
test_clip_1_chunk_0110,2025-11-02T00:49:52.343838,residential,night,63.0,45.0,18.0,True,False,0.2857,ambient_exceeded,False,severe,0.5609,0.5617,,,0.679,0.6115,,0.5687,,,,,,,,0.4969,,,,,
test_clip_1_chunk_0111,2025-11-02T00:49:02.343838,residential,night,67.69,45.0,22.69,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6854,,,,,,,,,,,,,0.7123,,,,
test_clip_1_chunk_0111,2025-11-02T00:49:02.343838,residential,night,67.69,45.0,22.69,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6854,,,,,,,,,,,,,0.7123,,,,
test_clip_1_chunk_0112,2025-11-02T00:49:12.343838,residential,night,69.42,45.0,24.42,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4989,,,,,,,,,,,,,0.6715,,,,
test_clip_1_chunk_0112,2025-11-02T00:49:12.343838,residential,night,69.42,45.0,24.42,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4989,,,,,,,,,,,,,0.6715,,,,
test_clip_1_chunk_0113,2025-11-02T00:49:22.343838,residential,night,68.76,45.0,23.76,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.8257,,,,,,,,,,,,,0.6101,,,,
test_clip_1_chunk_0113,2025-11-02T00:49:22.343838,residential,night,68.76,45.0,23.76,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.8257,,,,,,,,,,,,,0.6101,,,,
test_clip_1_chunk_0114,2025-11-02T00:50:32.343838,residential,night,67.28,45.0,22.28,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.9289,,,,,,,,,,,,,0.627,,,,
test_clip_1_chunk_0114,2025-11-02T00:50:32.343838,residential,night,67.28,45.0,22.28,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.9289,,,,,,,,,,,,,0.627,,,,
test_clip_1_chunk_0115,2025-11-02T00:50:42.343838,residential,night,73.34,45.0,28.34,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,,,,,,,,0.675,,,,,,,,
test_clip_1_chunk_0115,2025-11-02T00:50:42.343838,residential,night,73.34,45.0,28.34,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,,,,,,,,0.675,,,,,,,,
test_clip_1_chunk_0116,2025-11-02T00:50:52.343838,residential,night,69.61,45.0,24.61,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5382,,,,,,,0.4,,,,,,,,
test_clip_1_chunk_0116,2025-11-02T00:50:52.343838,residential,night,69.61,45.0,24.61,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5382,,,,,,,0.4,,,,,,,,
test_clip_1_chunk_0117,2025-11-02T00:50:02.343838,residential,night,67.39,45.0,22.39,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5405,,,0.4379,,,,0.4225,,,,,,,,
test_clip_1_chunk_0117,2025-11-02T00:50:02.343838,residential,night,67.39,45.0,22.39,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5405,,,0.4379,,,,0.4225,,,,,,,,
test_clip_1_chunk_0118,2025-11-02T00:50:12.343838,residential,night,69.49,45.0,24.49,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5444,,,0.438,,,,0.6579,,,,,,,,
test_clip_1_chunk_0118,2025-11-02T00:50:12.343838,residential,night,69.49,45.0,24.49,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5444,,,0.438,,,,0.6579,,,,,,,,
test_clip_1_chunk_0119,2025-11-02T00:50:22.343838,residential,night,69.37,45.0,24.37,True,True,0.9,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7559,,,,,,,0.6621,,,,,,,,
test_clip_1_chunk_0119,2025-11-02T00:50:22.343838,residential,night,69.37,45.0,24.37,True,True,0.9,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7559,,,,,,,0.6621,,,,,,,,
test_clip_1_chunk_0120,2025-11-02T00:51:32.343838,residential,night,66.62,45.0,21.62,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5247,,0.4453,,,,,,,,,,,,,,,
test_clip_1_chunk_0120,2025-11-02T00:51:32.343838,residential,night,66.62,45.0,21.62,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5247,,0.4453,,,,,,,,,,,,,,,
test_clip_1_chunk_0121,2025-11-02T00:51:42.343838,residential,night,69.4,45.0,24.4,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5409,0.4795,0.4926,,,,,,,,,,,,,,,
test_clip_1_chunk_0121,2025-11-02T00:51:42.343838,residential,night,69.4,45.0,24.4,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5409,0.4795,0.4926,,,,,,,,,,,,,,,
test_clip_1_chunk_0122,2025-11-02T00:51:52.343838,residential,night,67.02,45.0,22.02,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6977,,0.4865,,,0.5264,,,,,,,,,,,,
test_clip_1_chunk_0122,2025-11-02T00:51:52.343838,residential,night,67.02,45.0,22.02,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6977,,0.4865,,,0.5264,,,,,,,,,,,,
test_clip_1_chunk_0123,2025-11-02T00:51:02.343838,residential,night,67.76,45.0,22.76,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6989,0.4649,0.5482,,,,,,,,,,,,,,,
test_clip_1_chunk_0123,2025-11-02T00:51:02.343838,residential,night,67.76,45.0,22.76,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6989,0.4649,0.5482,,,,,,,,,,,,,,,
test_clip_1_chunk_0124,2025-11-02T00:51:12.343838,residential,night,70.79,45.0,25.79,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.6406,0.7367,,,,,,,0.4921,,,,,,,,
test_clip_1_chunk_0124,2025-11-02T00:51:12.343838,residential,night,70.79,45.0,25.79,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.6406,0.7367,,,,,,,0.4921,,,,,,,,
test_clip_1_chunk_0125,2025-11-02T00:51:22.343838,residential,night,68.9,45.0,23.9,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6751,,0.5494,,,,,,,,,,,,,,,
test_clip_1_chunk_0125,2025-11-02T00:51:22.343838,residential,night,68.9,45.0,23.9,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6751,,0.5494,,,,,,,,,,,,,,,
test_clip_1_chunk_0126,2025-11-02T00:52:32.343838,residential,night,69.77,45.0,24.77,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4767,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0126,2025-11-02T00:52:32.343838,residential,night,69.77,45.0,24.77,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4767,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0127,2025-11-02T00:52:42.343838,residential,night,68.97,45.0,23.97,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.7548,,0.5911,,,,,,,,,,,,,,,
test_clip_1_chunk_0127,2025-11-02T00:52:42.343838,residential,night,68.97,45.0,23.97,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.7548,,0.5911,,,,,,,,,,,,,,,
test_clip_1_chunk_0128,2025-11-02T00:52:52.343838,residential,night,70.92,45.0,25.92,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6908,0.6367,0.7176,,,,,,,,,,,,,,,
test_clip_1_chunk_0128,2025-11-02T00:52:52.343838,residential,night,70.92,45.0,25.92,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6908,0.6367,0.7176,,,,,,,,,,,,,,,
test_clip_1_chunk_0129,2025-11-02T00:52:02.343838,residential,night,67.37,45.0,22.37,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.675,0.5547,0.6048,,,,,,,,,,,,,,,
test_clip_1_chunk_0129,2025-11-02T00:52:02.343838,residential,night,67.37,45.0,22.37,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.675,0.5547,0.6048,,,,,,,,,,,,,,,
test_clip_1_chunk_0130,2025-11-02T00:52:12.343838,residential,night,70.06,45.0,25.06,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.5628,0.5914,,,,,,,0.3772,,,,,0.457,,,
test_clip_1_chunk_0130,2025-11-02T00:52:12.343838,residential,night,70.06,45.0,25.06,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.5628,0.5914,,,,,,,0.3772,,,,,0.457,,,
test_clip_1_chunk_0131,2025-11-02T00:52:22.343838,residential,night,68.98,45.0,23.98,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.7261,,0.8637,,,,,,,,,,,,,,,
test_clip_1_chunk_0131,2025-11-02T00:52:22.343838,residential,night,68.98,45.0,23.98,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.7261,,0.8637,,,,,,,,,,,,,,,
test_clip_1_chunk_0132,2025-11-02T00:53:32.343838,residential,night,69.27,45.0,24.27,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5516,,0.4862,,,,,,,,,,,0.5349,,,,
test_clip_1_chunk_0132,2025-11-02T00:53:32.343838,residential,night,69.27,45.0,24.27,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5516,,0.4862,,,,,,,,,,,0.5349,,,,
test_clip_1_chunk_0133,2025-11-02T00:53:42.343838,residential,night,69.31,45.0,24.31,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4966,0.4089,0.8118,,,,,,,,,,,,,,,
test_clip_1_chunk_0133,2025-11-02T00:53:42.343838,residential,night,69.31,45.0,24.31,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4966,0.4089,0.8118,,,,,,,,,,,,,,,
test_clip_1_chunk_0134,2025-11-02T00:53:52.343838,residential,night,67.3,45.0,22.3,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5375,,0.7176,,,,,,,,,,,0.5406,,,,
test_clip_1_chunk_0134,2025-11-02T00:53:52.343838,residential,night,67.3,45.0,22.3,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5375,,0.7176,,,,,,,,,,,0.5406,,,,
test_clip_1_chunk_0135,2025-11-02T00:53:02.343838,residential,night,69.36,45.0,24.36,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.7136,,0.5918,,,,,,,,,,,,,,,
test_clip_1_chunk_0135,2025-11-02T00:53:02.343838,residential,night,69.36,45.0,24.36,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.7136,,0.5918,,,,,,,,,,,,,,,
test_clip_1_chunk_0136,2025-11-02T00:53:12.343838,residential,night,69.93,45.0,24.93,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.8235,,0.7584,,,,,,,,,,,,,,,
test_clip_1_chunk_0136,2025-11-02T00:53:12.343838,residential,night,69.93,45.0,24.93,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.8235,,0.7584,,,,,,,,,,,,,,,
test_clip_1_chunk_0137,2025-11-02T00:53:22.343838,residential,night,68.49,45.0,23.49,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.797,,0.5719,,,,,,,,,,,,,,,
test_clip_1_chunk_0137,2025-11-02T00:53:22.343838,residential,night,68.49,45.0,23.49,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.797,,0.5719,,,,,,,,,,,,,,,
test_clip_1_chunk_0138,2025-11-02T00:54:32.343838,residential,night,70.01,45.0,25.01,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7088,,,,,,,0.4749,,,,,,,,
test_clip_1_chunk_0138,2025-11-02T00:54:32.343838,residential,night,70.01,45.0,25.01,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7088,,,,,,,0.4749,,,,,,,,
test_clip_1_chunk_0139,2025-11-02T00:54:42.343838,residential,night,70.35,45.0,25.35,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6401,,0.4674,,,,,,,,,,,,,,,
test_clip_1_chunk_0139,2025-11-02T00:54:42.343838,residential,night,70.35,45.0,25.35,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6401,,0.4674,,,,,,,,,,,,,,,
test_clip_1_chunk_0140,2025-11-02T00:54:52.343838,residential,night,70.38,45.0,25.38,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4625,,0.6726,,,,,,,,,,,0.586,,,,
test_clip_1_chunk_0140,2025-11-02T00:54:52.343838,residential,night,70.38,45.0,25.38,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4625,,0.6726,,,,,,,,,,,0.586,,,,
test_clip_1_chunk_0141,2025-11-02T00:54:02.343838,residential,night,71.01,45.0,26.01,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5125,,,,,,,0.5624,,,,0.4752,,,,
test_clip_1_chunk_0141,2025-11-02T00:54:02.343838,residential,night,71.01,45.0,26.01,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5125,,,,,,,0.5624,,,,0.4752,,,,
test_clip_1_chunk_0142,2025-11-02T00:54:12.343838,residential,night,68.99,45.0,23.99,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.6573,,,,,,,0.5023,,,,,,,,
test_clip_1_chunk_0142,2025-11-02T00:54:12.343838,residential,night,68.99,45.0,23.99,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.6573,,,,,,,0.5023,,,,,,,,
test_clip_1_chunk_0143,2025-11-02T00:54:22.343838,residential,night,68.16,45.0,23.16,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4066,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0143,2025-11-02T00:54:22.343838,residential,night,68.16,45.0,23.16,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4066,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0144,2025-11-02T00:55:32.343838,residential,night,67.34,45.0,22.34,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6835,,0.464,,,,,,,,,,,0.436,,,,
test_clip_1_chunk_0144,2025-11-02T00:55:32.343838,residential,night,67.34,45.0,22.34,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6835,,0.464,,,,,,,,,,,0.436,,,,
test_clip_1_chunk_0145,2025-11-02T00:55:42.343838,residential,night,69.73,45.0,24.73,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4728,,0.7325,,,,,,,,,,,,,,,
test_clip_1_chunk_0145,2025-11-02T00:55:42.343838,residential,night,69.73,45.0,24.73,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4728,,0.7325,,,,,,,,,,,,,,,
test_clip_1_chunk_0146,2025-11-02T00:55:52.343838,residential,night,68.35,45.0,23.35,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4059,,0.5302,,,,,,,,,,,0.5158,,,,
test_clip_1_chunk_0146,2025-11-02T00:55:52.343838,residential,night,68.35,45.0,23.35,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.4059,,0.5302,,,,,,,,,,,0.5158,,,,
test_clip_1_chunk_0147,2025-11-02T00:55:02.343838,residential,night,69.35,45.0,24.35,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5229,,0.7651,,,,,,,,,,,,,,,
test_clip_1_chunk_0147,2025-11-02T00:55:02.343838,residential,night,69.35,45.0,24.35,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5229,,0.7651,,,,,,,,,,,,,,,
test_clip_1_chunk_0148,2025-11-02T00:55:12.343838,residential,night,68.72,45.0,23.72,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.4333,,,,,,,0.4141,,,,0.4167,,,,
test_clip_1_chunk_0148,2025-11-02T00:55:12.343838,residential,night,68.72,45.0,23.72,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.4333,,,,,,,0.4141,,,,0.4167,,,,
test_clip_1_chunk_0149,2025-11-02T00:55:22.343838,residential,night,68.43,45.0,23.43,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5241,,0.7047,,,,,,,,,,,,,,,
test_clip_1_chunk_0149,2025-11-02T00:55:22.343838,residential,night,68.43,45.0,23.43,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5241,,0.7047,,,,,,,,,,,,,,,
test_clip_1_chunk_0150,2025-11-02T00:56:32.343838,residential,night,69.36,45.0,24.36,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.618,,0.5933,,,,,,,,,,,0.4643,,,,
test_clip_1_chunk_0150,2025-11-02T00:56:32.343838,residential,night,69.36,45.0,24.36,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.618,,0.5933,,,,,,,,,,,0.4643,,,,
test_clip_1_chunk_0151,2025-11-02T00:56:42.343838,residential,night,68.33,45.0,23.33,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.4472,,,,,,,0.4882,,,,,,,,
test_clip_1_chunk_0151,2025-11-02T00:56:42.343838,residential,night,68.33,45.0,23.33,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.4472,,,,,,,0.4882,,,,,,,,
test_clip_1_chunk_0152,2025-11-02T00:56:52.343838,residential,night,69.65,45.0,24.65,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6417,,0.7913,,,,,,,,,,,,,,,
test_clip_1_chunk_0152,2025-11-02T00:56:52.343838,residential,night,69.65,45.0,24.65,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6417,,0.7913,,,,,,,,,,,,,,,
test_clip_1_chunk_0153,2025-11-02T00:56:02.343838,residential,night,69.12,45.0,24.12,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6915,0.5929,0.6836,,,,,,,,,,,,,,,
test_clip_1_chunk_0153,2025-11-02T00:56:02.343838,residential,night,69.12,45.0,24.12,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.6915,0.5929,0.6836,,,,,,,,,,,,,,,
test_clip_1_chunk_0154,2025-11-02T00:56:12.343838,residential,night,68.83,45.0,23.83,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7372,,,,,,,0.5353,,,,,,,,
test_clip_1_chunk_0154,2025-11-02T00:56:12.343838,residential,night,68.83,45.0,23.83,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7372,,,,,,,0.5353,,,,,,,,
test_clip_1_chunk_0155,2025-11-02T00:56:22.343838,residential,night,69.28,45.0,24.28,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5564,0.5538,0.6526,,,,,,,,,,,,,,,
test_clip_1_chunk_0155,2025-11-02T00:56:22.343838,residential,night,69.28,45.0,24.28,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5564,0.5538,0.6526,,,,,,,,,,,,,,,
test_clip_1_chunk_0156,2025-11-02T00:57:32.343838,residential,night,70.11,45.0,25.11,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.8035,,,,,,,0.5569,,,,0.6392,,,,
test_clip_1_chunk_0156,2025-11-02T00:57:32.343838,residential,night,70.11,45.0,25.11,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.8035,,,,,,,0.5569,,,,0.6392,,,,
test_clip_1_chunk_0157,2025-11-02T00:57:42.343838,residential,night,68.21,45.0,23.21,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.5266,0.7294,,,,,,,0.5838,,,,0.4753,,,,
test_clip_1_chunk_0157,2025-11-02T00:57:42.343838,residential,night,68.21,45.0,23.21,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.5266,0.7294,,,,,,,0.5838,,,,0.4753,,,,
test_clip_1_chunk_0158,2025-11-02T00:57:52.343838,residential,night,69.58,45.0,24.58,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7942,,,,,,,0.646,,,,0.621,,,,
test_clip_1_chunk_0158,2025-11-02T00:57:52.343838,residential,night,69.58,45.0,24.58,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7942,,,,,,,0.646,,,,0.621,,,,
test_clip_1_chunk_0159,2025-11-02T00:57:02.343838,residential,night,71.84,45.0,26.84,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7744,,,,,,,0.4815,,,,,,,,
test_clip_1_chunk_0159,2025-11-02T00:57:02.343838,residential,night,71.84,45.0,26.84,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.7744,,,,,,,0.4815,,,,,,,,
test_clip_1_chunk_0160,2025-11-02T00:57:12.343838,residential,night,72.24,45.0,27.24,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.8229,,,,,,,0.5165,,,,,,,,
test_clip_1_chunk_0160,2025-11-02T00:57:12.343838,residential,night,72.24,45.0,27.24,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.8229,,,,,,,0.5165,,,,,,,,
test_clip_1_chunk_0161,2025-11-02T00:57:22.343838,residential,night,66.36,45.0,21.36,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5068,,,,,,,0.39,,,,,,,,
test_clip_1_chunk_0161,2025-11-02T00:57:22.343838,residential,night,66.36,45.0,21.36,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5068,,,,,,,0.39,,,,,,,,
test_clip_1_chunk_0162,2025-11-02T00:58:32.343838,residential,night,68.8,45.0,23.8,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5255,,0.6228,,,,,,,,,,,,,,,
test_clip_1_chunk_0162,2025-11-02T00:58:32.343838,residential,night,68.8,45.0,23.8,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5255,,0.6228,,,,,,,,,,,,,,,
test_clip_1_chunk_0163,2025-11-02T00:58:42.343838,residential,night,69.6,45.0,24.6,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5465,,,,,,,0.7472,,,,,,,,
test_clip_1_chunk_0163,2025-11-02T00:58:42.343838,residential,night,69.6,45.0,24.6,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5465,,,,,,,0.7472,,,,,,,,
test_clip_1_chunk_0164,2025-11-02T00:58:52.343838,residential,night,69.54,45.0,24.54,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5749,,,,,,,0.5733,,,,,,,,
test_clip_1_chunk_0164,2025-11-02T00:58:52.343838,residential,night,69.54,45.0,24.54,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.5749,,,,,,,0.5733,,,,,,,,
test_clip_1_chunk_0165,2025-11-02T00:58:02.343838,residential,night,69.4,45.0,24.4,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.6852,,,,,,,0.6144,,,,0.4343,,,,
test_clip_1_chunk_0165,2025-11-02T00:58:02.343838,residential,night,69.4,45.0,24.4,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.6852,,,,,,,0.6144,,,,0.4343,,,,
test_clip_1_chunk_0166,2025-11-02T00:58:12.343838,residential,night,69.13,45.0,24.13,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.6245,,,,,,,0.5781,,,,,,,,
test_clip_1_chunk_0166,2025-11-02T00:58:12.343838,residential,night,69.13,45.0,24.13,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.6245,,,,,,,0.5781,,,,,,,,
test_clip_1_chunk_0167,2025-11-02T00:58:22.343838,residential,night,68.68,45.0,23.68,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.515,,,,,,,0.5695,,,,,,,,
test_clip_1_chunk_0167,2025-11-02T00:58:22.343838,residential,night,68.68,45.0,23.68,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,,0.515,,,,,,,0.5695,,,,,,,,
test_clip_1_chunk_0168,2025-11-02T00:59:32.343838,residential,night,69.07,45.0,24.07,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5027,,0.462,,,,,,,,,,,,,,,
test_clip_1_chunk_0168,2025-11-02T00:59:32.343838,residential,night,69.07,45.0,24.07,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,0.5027,,0.462,,,,,,,,,,,,,,,
test_clip_1_chunk_0169,2025-11-02T00:59:42.343838,residential,night,67.08,45.0,22.08,True,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,,,,,0.4478,0.6449,,,,,,,0.6033,,,,,,,,
