event_id,timestamp,zone,time_of_day,noise_level_db,ambient_limit_db,excess_db,noise_exceeded,top_audio_class,top_audio_confidence,top_video_class,top_video_confidence,is_construction_site,construction_confidence,violations,is_compliant,severity,num_violations
test_clip_1_chunk_0146,2025-11-02T01:56:09.916515,residential,night,68.35,45.0,23.35,True,generator,0.4059,truck,0.5302,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0147,2025-11-02T01:56:19.916515,residential,night,69.35,45.0,24.35,True,generator,0.5229,truck,0.7651,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0148,2025-11-02T01:56:29.916515,residential,night,68.72,45.0,23.72,True,construction-site,0.4141,truck,0.4333,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0149,2025-11-02T01:56:39.916515,residential,night,68.43,45.0,23.43,True,generator,0.5241,truck,0.7047,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0150,2025-11-02T01:57:49.916515,residential,night,69.36,45.0,24.36,True,generator,0.618,truck,0.5933,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0151,2025-11-02T01:57:59.916515,residential,night,68.33,45.0,23.33,True,construction-site,0.4882,truck,0.4472,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0152,2025-11-02T01:57:09.916515,residential,night,69.65,45.0,24.65,True,generator,0.6417,truck,0.7913,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0153,2025-11-02T01:57:19.916515,residential,night,69.12,45.0,24.12,True,generator,0.6915,truck,0.6836,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0154,2025-11-02T01:57:29.916515,residential,night,68.83,45.0,23.83,True,construction-site,0.5353,truck,0.7372,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0155,2025-11-02T01:57:39.916515,residential,night,69.28,45.0,24.28,True,generator,0.5564,truck,0.6526,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0156,2025-11-02T01:58:49.916515,residential,night,70.11,45.0,25.11,True,construction-site,0.5569,truck,0.8035,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0157,2025-11-02T01:58:59.916515,residential,night,68.21,45.0,23.21,True,construction-site,0.5838,truck,0.7294,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0158,2025-11-02T01:58:09.916515,residential,night,69.58,45.0,24.58,True,construction-site,0.646,truck,0.7942,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0159,2025-11-02T01:58:19.916515,residential,night,71.84,45.0,26.84,True,construction-site,0.4815,truck,0.7744,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0160,2025-11-02T01:58:29.916515,residential,night,72.24,45.0,27.24,True,construction-site,0.5165,truck,0.8229,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0161,2025-11-02T01:58:39.916515,residential,night,66.36,45.0,21.36,True,construction-site,0.39,truck,0.5068,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0162,2025-11-02T01:59:49.916515,residential,night,68.8,45.0,23.8,True,generator,0.5255,truck,0.6228,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0163,2025-11-02T01:59:59.916515,residential,night,69.6,45.0,24.6,True,construction-site,0.7472,truck,0.5465,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0164,2025-11-02T01:59:09.916515,residential,night,69.54,45.0,24.54,True,construction-site,0.5733,truck,0.5749,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0165,2025-11-02T01:59:19.916515,residential,night,69.4,45.0,24.4,True,construction-site,0.6144,truck,0.6852,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0166,2025-11-02T01:59:29.916515,residential,night,69.13,45.0,24.13,True,construction-site,0.5781,truck,0.6245,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0167,2025-11-02T01:59:39.916515,residential,night,68.68,45.0,23.68,True,construction-site,0.5695,truck,0.515,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0168,2025-11-02T01:00:49.916515,residential,night,69.07,45.0,24.07,True,generator,0.5027,truck,0.462,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0169,2025-11-02T01:00:59.916515,residential,night,67.08,45.0,22.08,True,construction-site,0.6033,truck,0.6449,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0170,2025-11-02T01:00:09.916515,residential,night,68.97,45.0,23.97,True,construction-site,0.4795,truck,0.4082,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0171,2025-11-02T01:00:19.916515,residential,night,69.18,45.0,24.18,True,construction-site,0.5221,truck,0.3894,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0172,2025-11-02T01:00:29.916515,residential,night,68.08,45.0,23.08,True,construction-site,0.7167,none,0.0,True,0.875,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0173,2025-11-02T01:00:39.916515,residential,night,70.01,45.0,25.01,True,construction-site,0.5263,truck,0.6714,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0174,2025-11-02T01:01:49.916515,residential,night,69.4,45.0,24.4,True,construction-site,0.5808,truck,0.7242,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0175,2025-11-02T01:01:59.916515,residential,night,69.95,45.0,24.95,True,construction-site,0.6272,truck,0.5624,True,0.8571,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0176,2025-11-02T01:01:09.916515,residential,night,65.25,45.0,20.25,True,generator,0.4635,truck,0.4824,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0177,2025-11-02T01:01:19.916515,residential,night,68.88,45.0,23.88,True,generator,0.8169,airplane,0.5367,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0178,2025-11-02T01:01:29.916515,residential,night,68.72,45.0,23.72,True,generator,0.648,truck,0.5094,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0179,2025-11-02T01:01:39.916515,residential,night,69.02,45.0,24.02,True,construction-site,0.5235,truck,0.6155,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0180,2025-11-02T01:02:49.916515,residential,night,68.9,45.0,23.9,True,generator,0.675,airplane,0.533,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0181,2025-11-02T01:02:59.916515,residential,night,69.29,45.0,24.29,True,generator,0.6647,truck,0.7403,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0182,2025-11-02T01:02:09.916515,residential,night,67.77,45.0,22.77,True,generator,0.8118,airplane,0.599,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0183,2025-11-02T01:02:19.916515,residential,night,70.07,45.0,25.07,True,construction-site,0.6033,truck,0.7236,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0184,2025-11-02T01:02:29.916515,residential,night,70.5,45.0,25.5,True,construction-site,0.6023,truck,0.6222,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0185,2025-11-02T01:02:39.916515,residential,night,69.41,45.0,24.41,True,construction-site,0.6041,truck,0.5604,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0186,2025-11-02T01:03:49.916515,residential,night,70.14,45.0,25.14,True,construction-site,0.4796,horse,0.5798,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0187,2025-11-02T01:03:59.916515,residential,night,70.84,45.0,25.84,True,construction-site,0.6806,truck,0.7224,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0188,2025-11-02T01:03:09.916515,residential,night,68.26,45.0,23.26,True,generator,0.5066,bench,0.5154,True,1.0,ambient_exceeded; construction_prohibited; multiple_violations,False,severe,3
test_clip_1_chunk_0189,2025-11-02T01:03:19.916515,residential,night,36.08,45.0,-8.92,False,mobile-music,0.9188,none,0.0,False,0.0,loudspeaker_prohibited,False,minor,1
