event_id,timestamp,zone,time_of_day,noise_level_db,ambient_limit_db,excess_db,noise_exceeded,is_construction_site,construction_confidence,violations,is_compliant,severity,audio_motorvehicle-horn,video_car,audio_motorvehicle-siren,audio_generator,video_person,video_truck,video_backpack,video_bus,video_motorcycle,audio_crowd-noise,video_bicycle,video_umbrella,audio_construction-site,video_train,audio_mobile-music,video_fire hydrant,video_airplane,video_suitcase,video_horse,video_bench,video_traffic light
test_clip_1_chunk_0006,2025-11-02T12:01:00,residential,day,67.75,55.0,12.75,True,False,0.0,ambient_exceeded,False,moderate,,0.8499,0.474,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0007,2025-11-02T12:01:10,residential,day,55.98,55.0,0.98,True,False,0.0,ambient_exceeded,False,minor,0.6261,0.8428,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0007,2025-11-02T12:01:10,residential,day,55.98,55.0,0.98,True,False,0.0,ambient_exceeded,False,minor,0.6261,0.8428,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0008,2025-11-02T12:01:20,residential,day,59.56,55.0,4.56,True,False,0.0,ambient_exceeded,False,minor,0.612,0.8171,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0008,2025-11-02T12:01:20,residential,day,59.56,55.0,4.56,True,False,0.0,ambient_exceeded,False,minor,0.612,0.8171,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0009,2025-11-02T12:01:30,residential,day,54.92,55.0,-0.08,False,False,0.125,no_violation,True,compliant,0.7385,0.8107,,,,0.4018,,,,,,,,,,,,,,,
test_clip_1_chunk_0009,2025-11-02T12:01:30,residential,day,54.92,55.0,-0.08,False,False,0.125,no_violation,True,compliant,0.7385,0.8107,,,,0.4018,,,,,,,,,,,,,,,
test_clip_1_chunk_0010,2025-11-02T12:01:40,residential,day,53.5,55.0,-1.5,False,False,0.0,no_violation,True,compliant,0.7439,0.8189,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0010,2025-11-02T12:01:40,residential,day,53.5,55.0,-1.5,False,False,0.0,no_violation,True,compliant,0.7439,0.8189,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0011,2025-11-02T12:01:50,residential,day,56.06,55.0,1.06,True,False,0.0,ambient_exceeded,False,minor,0.6349,0.8136,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0011,2025-11-02T12:01:50,residential,day,56.06,55.0,1.06,True,False,0.0,ambient_exceeded,False,minor,0.6349,0.8136,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0012,2025-11-02T12:02:00,residential,day,78.51,55.0,23.51,True,False,0.0,ambient_exceeded,False,severe,0.8853,0.7982,,,0.8222,,,,,,,,,,,,,,,,
test_clip_1_chunk_0012,2025-11-02T12:02:00,residential,day,78.51,55.0,23.51,True,False,0.0,ambient_exceeded,False,severe,0.8853,0.7982,,,0.8222,,,,,,,,,,,,,,,,
test_clip_1_chunk_0013,2025-11-02T12:02:10,residential,day,83.79,55.0,28.79,True,False,0.1429,ambient_exceeded,False,severe,,0.8303,,0.8675,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0013,2025-11-02T12:02:10,residential,day,83.79,55.0,28.79,True,False,0.1429,ambient_exceeded,False,severe,,0.8303,,0.8675,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0014,2025-11-02T12:02:20,residential,day,63.17,55.0,8.17,True,False,0.4286,ambient_exceeded,False,minor,,0.7973,,0.6034,,0.5373,,,,,,,,,,,,,,,
test_clip_1_chunk_0014,2025-11-02T12:02:20,residential,day,63.17,55.0,8.17,True,False,0.4286,ambient_exceeded,False,minor,,0.7973,,0.6034,,0.5373,,,,,,,,,,,,,,,
test_clip_1_chunk_0015,2025-11-02T12:02:30,residential,day,62.67,55.0,7.67,True,False,0.0,ambient_exceeded,False,minor,,0.8114,,0.4135,0.7145,,,,,,,,,,,,,,,,
test_clip_1_chunk_0015,2025-11-02T12:02:30,residential,day,62.67,55.0,7.67,True,False,0.0,ambient_exceeded,False,minor,,0.8114,,0.4135,0.7145,,,,,,,,,,,,,,,,
test_clip_1_chunk_0016,2025-11-02T12:02:40,residential,day,58.28,55.0,3.28,True,False,0.0,ambient_exceeded,False,minor,0.8285,0.7891,,,0.8843,,,,,,,,,,,,,,,,
test_clip_1_chunk_0016,2025-11-02T12:02:40,residential,day,58.28,55.0,3.28,True,False,0.0,ambient_exceeded,False,minor,0.8285,0.7891,,,0.8843,,,,,,,,,,,,,,,,
test_clip_1_chunk_0017,2025-11-02T12:02:50,residential,day,60.02,55.0,5.02,True,False,0.5,ambient_exceeded,False,minor,0.5017,0.7961,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0017,2025-11-02T12:02:50,residential,day,60.02,55.0,5.02,True,False,0.5,ambient_exceeded,False,minor,0.5017,0.7961,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0018,2025-11-02T12:03:00,residential,day,62.89,55.0,7.89,True,False,0.0,ambient_exceeded,False,minor,,0.7992,,0.435,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0018,2025-11-02T12:03:00,residential,day,62.89,55.0,7.89,True,False,0.0,ambient_exceeded,False,minor,,0.7992,,0.435,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0019,2025-11-02T12:03:10,residential,day,63.38,55.0,8.38,True,False,0.0,ambient_exceeded,False,minor,,0.8044,,0.3978,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0019,2025-11-02T12:03:10,residential,day,63.38,55.0,8.38,True,False,0.0,ambient_exceeded,False,minor,,0.8044,,0.3978,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0020,2025-11-02T12:03:20,residential,day,59.47,55.0,4.47,True,False,0.0,ambient_exceeded,False,minor,0.3601,0.8032,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0020,2025-11-02T12:03:20,residential,day,59.47,55.0,4.47,True,False,0.0,ambient_exceeded,False,minor,0.3601,0.8032,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0021,2025-11-02T12:03:30,residential,day,59.0,55.0,4.0,True,False,0.1,ambient_exceeded,False,minor,0.4654,0.7934,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0021,2025-11-02T12:03:30,residential,day,59.0,55.0,4.0,True,False,0.1,ambient_exceeded,False,minor,0.4654,0.7934,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0022,2025-11-02T12:03:40,residential,day,60.28,55.0,5.28,True,False,0.0,ambient_exceeded,False,minor,,0.8273,0.7177,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0022,2025-11-02T12:03:40,residential,day,60.28,55.0,5.28,True,False,0.0,ambient_exceeded,False,minor,,0.8273,0.7177,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0023,2025-11-02T12:03:50,residential,day,61.59,55.0,6.59,True,False,0.0,ambient_exceeded,False,minor,,0.8098,,0.7388,0.8101,,0.3877,,,,,,,,,,,,,,
test_clip_1_chunk_0023,2025-11-02T12:03:50,residential,day,61.59,55.0,6.59,True,False,0.0,ambient_exceeded,False,minor,,0.8098,,0.7388,0.8101,,0.3877,,,,,,,,,,,,,,
test_clip_1_chunk_0024,2025-11-02T12:04:00,residential,day,56.84,55.0,1.84,True,False,0.0,ambient_exceeded,False,minor,0.567,0.8364,,,0.6382,,,,,,,,,,,,,,,,
test_clip_1_chunk_0024,2025-11-02T12:04:00,residential,day,56.84,55.0,1.84,True,False,0.0,ambient_exceeded,False,minor,0.567,0.8364,,,0.6382,,,,,,,,,,,,,,,,
test_clip_1_chunk_0025,2025-11-02T12:04:10,residential,day,58.59,55.0,3.59,True,False,0.0,ambient_exceeded,False,minor,,0.836,,0.3789,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0025,2025-11-02T12:04:10,residential,day,58.59,55.0,3.59,True,False,0.0,ambient_exceeded,False,minor,,0.836,,0.3789,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0026,2025-11-02T12:04:20,residential,day,57.53,55.0,2.53,True,False,0.1111,ambient_exceeded,False,minor,0.5587,0.8261,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0026,2025-11-02T12:04:20,residential,day,57.53,55.0,2.53,True,False,0.1111,ambient_exceeded,False,minor,0.5587,0.8261,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0027,2025-11-02T12:04:30,residential,day,60.26,55.0,5.26,True,False,0.3333,ambient_exceeded,False,minor,,0.7807,0.5253,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0027,2025-11-02T12:04:30,residential,day,60.26,55.0,5.26,True,False,0.3333,ambient_exceeded,False,minor,,0.7807,0.5253,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0028,2025-11-02T12:04:40,residential,day,56.6,55.0,1.6,True,False,0.2222,ambient_exceeded,False,minor,0.5803,0.7741,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0028,2025-11-02T12:04:40,residential,day,56.6,55.0,1.6,True,False,0.2222,ambient_exceeded,False,minor,0.5803,0.7741,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0029,2025-11-02T12:04:50,residential,day,58.71,55.0,3.71,True,False,0.1111,ambient_exceeded,False,minor,0.3559,0.8197,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0029,2025-11-02T12:04:50,residential,day,58.71,55.0,3.71,True,False,0.1111,ambient_exceeded,False,minor,0.3559,0.8197,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0030,2025-11-02T12:05:00,residential,day,59.2,55.0,4.2,True,False,0.0,ambient_exceeded,False,minor,,0.7974,,0.3779,0.8232,,,,,,,,,,,,,,,,
test_clip_1_chunk_0030,2025-11-02T12:05:00,residential,day,59.2,55.0,4.2,True,False,0.0,ambient_exceeded,False,minor,,0.7974,,0.3779,0.8232,,,,,,,,,,,,,,,,
test_clip_1_chunk_0031,2025-11-02T12:05:10,residential,day,59.4,55.0,4.4,True,False,0.1111,ambient_exceeded,False,minor,0.471,0.8207,,,0.8615,,,,,,,,,,,,,,,,
test_clip_1_chunk_0031,2025-11-02T12:05:10,residential,day,59.4,55.0,4.4,True,False,0.1111,ambient_exceeded,False,minor,0.471,0.8207,,,0.8615,,,,,,,,,,,,,,,,
test_clip_1_chunk_0032,2025-11-02T12:05:20,residential,day,59.75,55.0,4.75,True,False,0.125,ambient_exceeded,False,minor,0.6396,0.8186,,,0.8041,,,,,,,,,,,,,,,,
test_clip_1_chunk_0032,2025-11-02T12:05:20,residential,day,59.75,55.0,4.75,True,False,0.125,ambient_exceeded,False,minor,0.6396,0.8186,,,0.8041,,,,,,,,,,,,,,,,
test_clip_1_chunk_0033,2025-11-02T12:05:30,residential,day,58.94,55.0,3.94,True,False,0.0,ambient_exceeded,False,minor,0.5514,0.8071,,,0.4286,,,,,,,,,,,,,,,,
test_clip_1_chunk_0033,2025-11-02T12:05:30,residential,day,58.94,55.0,3.94,True,False,0.0,ambient_exceeded,False,minor,0.5514,0.8071,,,0.4286,,,,,,,,,,,,,,,,
test_clip_1_chunk_0034,2025-11-02T12:05:40,residential,day,58.14,55.0,3.14,True,False,0.0,ambient_exceeded,False,minor,0.4746,0.8096,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0034,2025-11-02T12:05:40,residential,day,58.14,55.0,3.14,True,False,0.0,ambient_exceeded,False,minor,0.4746,0.8096,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0035,2025-11-02T12:05:50,residential,day,60.02,55.0,5.02,True,False,0.1429,ambient_exceeded,False,minor,,0.7906,,0.4466,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0035,2025-11-02T12:05:50,residential,day,60.02,55.0,5.02,True,False,0.1429,ambient_exceeded,False,minor,,0.7906,,0.4466,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0036,2025-11-02T12:06:00,residential,day,54.75,55.0,-0.25,False,False,0.4286,no_violation,True,compliant,0.6525,0.7804,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0036,2025-11-02T12:06:00,residential,day,54.75,55.0,-0.25,False,False,0.4286,no_violation,True,compliant,0.6525,0.7804,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0037,2025-11-02T12:06:10,residential,day,57.88,55.0,2.88,True,False,0.0,ambient_exceeded,False,minor,0.6131,0.8106,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0037,2025-11-02T12:06:10,residential,day,57.88,55.0,2.88,True,False,0.0,ambient_exceeded,False,minor,0.6131,0.8106,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0038,2025-11-02T12:06:20,residential,day,57.41,55.0,2.41,True,False,0.1429,ambient_exceeded,False,minor,0.5951,0.8008,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0038,2025-11-02T12:06:20,residential,day,57.41,55.0,2.41,True,False,0.1429,ambient_exceeded,False,minor,0.5951,0.8008,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0039,2025-11-02T12:06:30,residential,day,59.6,55.0,4.6,True,False,0.0,ambient_exceeded,False,minor,0.4157,0.7822,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0039,2025-11-02T12:06:30,residential,day,59.6,55.0,4.6,True,False,0.0,ambient_exceeded,False,minor,0.4157,0.7822,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0040,2025-11-02T12:06:40,residential,day,62.49,55.0,7.49,True,False,0.1667,ambient_exceeded,False,minor,,0.785,,0.401,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0040,2025-11-02T12:06:40,residential,day,62.49,55.0,7.49,True,False,0.1667,ambient_exceeded,False,minor,,0.785,,0.401,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0041,2025-11-02T12:06:50,residential,day,58.21,55.0,3.21,True,False,0.1667,ambient_exceeded,False,minor,0.3667,0.8294,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0041,2025-11-02T12:06:50,residential,day,58.21,55.0,3.21,True,False,0.1667,ambient_exceeded,False,minor,0.3667,0.8294,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0042,2025-11-02T12:07:00,residential,day,63.94,55.0,8.94,True,False,0.3,ambient_exceeded,False,minor,,0.8327,0.3376,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0042,2025-11-02T12:07:00,residential,day,63.94,55.0,8.94,True,False,0.3,ambient_exceeded,False,minor,,0.8327,0.3376,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0043,2025-11-02T12:07:10,residential,day,58.57,55.0,3.57,True,False,0.1,ambient_exceeded,False,minor,0.4712,0.817,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0043,2025-11-02T12:07:10,residential,day,58.57,55.0,3.57,True,False,0.1,ambient_exceeded,False,minor,0.4712,0.817,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0044,2025-11-02T12:07:20,residential,day,57.32,55.0,2.32,True,False,0.0,ambient_exceeded,False,minor,0.5051,0.7732,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0044,2025-11-02T12:07:20,residential,day,57.32,55.0,2.32,True,False,0.0,ambient_exceeded,False,minor,0.5051,0.7732,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0045,2025-11-02T12:07:30,residential,day,56.85,55.0,1.85,True,False,0.1,ambient_exceeded,False,minor,0.4804,0.7565,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0045,2025-11-02T12:07:30,residential,day,56.85,55.0,1.85,True,False,0.1,ambient_exceeded,False,minor,0.4804,0.7565,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0046,2025-11-02T12:07:40,residential,day,56.14,55.0,1.14,True,False,0.0,ambient_exceeded,False,minor,0.6524,0.7773,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0046,2025-11-02T12:07:40,residential,day,56.14,55.0,1.14,True,False,0.0,ambient_exceeded,False,minor,0.6524,0.7773,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0047,2025-11-02T12:07:50,residential,day,60.28,55.0,5.28,True,False,0.0,ambient_exceeded,False,minor,,0.7785,,0.701,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0047,2025-11-02T12:07:50,residential,day,60.28,55.0,5.28,True,False,0.0,ambient_exceeded,False,minor,,0.7785,,0.701,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0048,2025-11-02T12:08:00,residential,day,58.7,55.0,3.7,True,False,0.0,ambient_exceeded,False,minor,,0.8186,0.522,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0048,2025-11-02T12:08:00,residential,day,58.7,55.0,3.7,True,False,0.0,ambient_exceeded,False,minor,,0.8186,0.522,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0049,2025-11-02T12:08:10,residential,day,59.11,55.0,4.11,True,False,0.0,ambient_exceeded,False,minor,0.5611,0.8172,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0049,2025-11-02T12:08:10,residential,day,59.11,55.0,4.11,True,False,0.0,ambient_exceeded,False,minor,0.5611,0.8172,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0050,2025-11-02T12:08:20,residential,day,60.34,55.0,5.34,True,False,0.125,ambient_exceeded,False,minor,0.5728,0.7529,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0050,2025-11-02T12:08:20,residential,day,60.34,55.0,5.34,True,False,0.125,ambient_exceeded,False,minor,0.5728,0.7529,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0051,2025-11-02T12:08:30,residential,day,59.91,55.0,4.91,True,False,0.125,ambient_exceeded,False,minor,,0.7772,0.3413,,,0.4983,,0.6517,,,,,,,,,,,,,
test_clip_1_chunk_0051,2025-11-02T12:08:30,residential,day,59.91,55.0,4.91,True,False,0.125,ambient_exceeded,False,minor,,0.7772,0.3413,,,0.4983,,0.6517,,,,,,,,,,,,,
test_clip_1_chunk_0052,2025-11-02T12:08:40,residential,day,53.75,55.0,-1.25,False,False,0.125,no_violation,True,compliant,0.3941,0.7622,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0052,2025-11-02T12:08:40,residential,day,53.75,55.0,-1.25,False,False,0.125,no_violation,True,compliant,0.3941,0.7622,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0053,2025-11-02T12:08:50,residential,day,55.68,55.0,0.68,True,False,0.0,ambient_exceeded,False,minor,0.3561,0.7578,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0053,2025-11-02T12:08:50,residential,day,55.68,55.0,0.68,True,False,0.0,ambient_exceeded,False,minor,0.3561,0.7578,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0054,2025-11-02T12:09:00,residential,day,56.29,55.0,1.29,True,False,0.0,ambient_exceeded,False,minor,0.4139,0.8118,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0054,2025-11-02T12:09:00,residential,day,56.29,55.0,1.29,True,False,0.0,ambient_exceeded,False,minor,0.4139,0.8118,,,,,,,,,,,,,,,,,,,
test_clip_1_chunk_0055,2025-11-02T12:09:10,residential,day,58.08,55.0,3.08,True,False,0.1429,ambient_exceeded,False,minor,0.5591,0.8124,,,0.8757,,,,,,,,,,,,,,,,
test_clip_1_chunk_0055,2025-11-02T12:09:10,residential,day,58.08,55.0,3.08,True,False,0.1429,ambient_exceeded,False,minor,0.5591,0.8124,,,0.8757,,,,,,,,,,,,,,,,
test_clip_1_chunk_0056,2025-11-02T12:09:20,residential,day,58.51,55.0,3.51,True,False,0.3333,ambient_exceeded,False,minor,,0.7605,0.4359,,0.9038,,,,,,,,,,,,,,,,
test_clip_1_chunk_0056,2025-11-02T12:09:20,residential,day,58.51,55.0,3.51,True,False,0.3333,ambient_exceeded,False,minor,,0.7605,0.4359,,0.9038,,,,,,,,,,,,,,,,
test_clip_1_chunk_0057,2025-11-02T12:09:30,residential,day,63.07,55.0,8.07,True,False,0.0,ambient_exceeded,False,minor,,0.8091,,0.4246,0.8816,,,,,,,,,,,,,,,,
test_clip_1_chunk_0057,2025-11-02T12:09:30,residential,day,63.07,55.0,8.07,True,False,0.0,ambient_exceeded,False,minor,,0.8091,,0.4246,0.8816,,,,,,,,,,,,,,,,
test_clip_1_chunk_0058,2025-11-02T12:09:40,residential,day,63.52,55.0,8.52,True,False,0.0,ambient_exceeded,False,minor,,0.825,,0.4877,0.8691,,,,,,,,,,,,,,,,
test_clip_1_chunk_0058,2025-11-02T12:09:40,residential,day,63.52,55.0,8.52,True,False,0.0,ambient_exceeded,False,minor,,0.825,,0.4877,0.8691,,,,,,,,,,,,,,,,
test_clip_1_chunk_0059,2025-11-02T12:09:50,residential,day,64.46,55.0,9.46,True,False,0.0,ambient_exceeded,False,minor,,0.8413,,0.5714,0.8599,,,,,,,,,,,,,,,,
test_clip_1_chunk_0059,2025-11-02T12:09:50,residential,day,64.46,55.0,9.46,True,False,0.0,ambient_exceeded,False,minor,,0.8413,,0.5714,0.8599,,,,,,,,,,,,,,,,
test_clip_1_chunk_0060,2025-11-02T12:10:00,residential,day,65.83,55.0,10.83,True,False,0.6,ambient_exceeded,False,moderate,0.7448,0.7883,,,0.7096,0.6005,,0.5045,0.664,,,,,,,,,,,,
test_clip_1_chunk_0060,2025-11-02T12:10:00,residential,day,65.83,55.0,10.83,True,False,0.6,ambient_exceeded,False,moderate,0.7448,0.7883,,,0.7096,0.6005,,0.5045,0.664,,,,,,,,,,,,
test_clip_1_chunk_0061,2025-11-02T12:10:10,residential,day,60.61,55.0,5.61,True,True,0.8,ambient_exceeded,False,minor,,0.7357,,,0.6313,0.5364,,,0.5267,0.4822,,,,,,,,,,,
test_clip_1_chunk_0061,2025-11-02T12:10:10,residential,day,60.61,55.0,5.61,True,True,0.8,ambient_exceeded,False,minor,,0.7357,,,0.6313,0.5364,,,0.5267,0.4822,,,,,,,,,,,
test_clip_1_chunk_0062,2025-11-02T12:10:20,residential,day,59.14,55.0,4.14,True,True,0.7,ambient_exceeded,False,minor,,0.7812,,,,0.8045,,,0.4979,0.4033,,,,,,,,,,,
test_clip_1_chunk_0062,2025-11-02T12:10:20,residential,day,59.14,55.0,4.14,True,True,0.7,ambient_exceeded,False,minor,,0.7812,,,,0.8045,,,0.4979,0.4033,,,,,,,,,,,
test_clip_1_chunk_0063,2025-11-02T12:10:30,residential,day,60.99,55.0,5.99,True,True,0.8889,ambient_exceeded,False,minor,,0.7596,,,0.7436,0.7584,,0.574,0.5734,0.395,,,,,,,,,,,
test_clip_1_chunk_0063,2025-11-02T12:10:30,residential,day,60.99,55.0,5.99,True,True,0.8889,ambient_exceeded,False,minor,,0.7596,,,0.7436,0.7584,,0.574,0.5734,0.395,,,,,,,,,,,
test_clip_1_chunk_0064,2025-11-02T12:10:40,residential,day,57.59,55.0,2.59,True,True,1.0,ambient_exceeded,False,minor,,0.546,,,0.6156,0.489,,0.8582,0.6116,0.3974,,,,,,,,,,,
test_clip_1_chunk_0064,2025-11-02T12:10:40,residential,day,57.59,55.0,2.59,True,True,1.0,ambient_exceeded,False,minor,,0.546,,,0.6156,0.489,,0.8582,0.6116,0.3974,,,,,,,,,,,
test_clip_1_chunk_0065,2025-11-02T12:10:50,residential,day,59.2,55.0,4.2,True,True,0.7778,ambient_exceeded,False,minor,,0.7586,,,0.7751,0.7072,,0.4569,0.5757,0.6504,,,,,,,,,,,
test_clip_1_chunk_0065,2025-11-02T12:10:50,residential,day,59.2,55.0,4.2,True,True,0.7778,ambient_exceeded,False,minor,,0.7586,,,0.7751,0.7072,,0.4569,0.5757,0.6504,,,,,,,,,,,
test_clip_1_chunk_0066,2025-11-02T12:11:00,residential,day,60.71,55.0,5.71,True,True,0.8889,ambient_exceeded,False,minor,0.491,0.6643,,,0.5746,0.7417,,,0.5806,,,,,,,,,,,,
test_clip_1_chunk_0066,2025-11-02T12:11:00,residential,day,60.71,55.0,5.71,True,True,0.8889,ambient_exceeded,False,minor,0.491,0.6643,,,0.5746,0.7417,,,0.5806,,,,,,,,,,,,
test_clip_1_chunk_0067,2025-11-02T12:11:10,residential,day,62.82,55.0,7.82,True,False,0.625,ambient_exceeded,False,minor,,0.857,,,0.7255,0.5952,,,0.6668,0.5999,0.6973,,,,,,,,,,
test_clip_1_chunk_0067,2025-11-02T12:11:10,residential,day,62.82,55.0,7.82,True,False,0.625,ambient_exceeded,False,minor,,0.857,,,0.7255,0.5952,,,0.6668,0.5999,0.6973,,,,,,,,,,
test_clip_1_chunk_0068,2025-11-02T12:11:20,residential,day,67.08,55.0,12.08,True,False,0.625,ambient_exceeded,False,moderate,0.4043,0.8588,,,0.5904,0.5786,,,0.7003,,,,,,,,,,,,
test_clip_1_chunk_0068,2025-11-02T12:11:20,residential,day,67.08,55.0,12.08,True,False,0.625,ambient_exceeded,False,moderate,0.4043,0.8588,,,0.5904,0.5786,,,0.7003,,,,,,,,,,,,
