event_id,timestamp,zone,time_of_day,noise_level_db,ambient_limit_db,excess_db,noise_exceeded,top_audio_class,top_audio_confidence,top_video_class,top_video_confidence,is_construction_site,construction_confidence,violations,is_compliant,severity,num_violations
test_clip_1_chunk_0000,2025-11-02T12:00:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4362,car,0.782,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0001,2025-11-02T12:00:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7052,car,0.7964,False,0.1,no_violation,True,compliant,0
test_clip_1_chunk_0002,2025-11-02T12:00:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4958,car,0.8028,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0003,2025-11-02T12:00:30,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.3314,car,0.8248,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0004,2025-11-02T12:00:40,residential,day,0,55.0,-55.0,False,generator,0.8378,car,0.8351,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0005,2025-11-02T12:00:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.421,car,0.8416,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0006,2025-11-02T12:01:00,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.474,car,0.8499,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0007,2025-11-02T12:01:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6261,car,0.8428,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0008,2025-11-02T12:01:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.612,car,0.8171,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0009,2025-11-02T12:01:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7385,car,0.8107,False,0.125,no_violation,True,compliant,0
test_clip_1_chunk_0010,2025-11-02T12:01:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7439,car,0.8189,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0011,2025-11-02T12:01:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6349,car,0.8136,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0012,2025-11-02T12:02:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.8853,person,0.8222,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0013,2025-11-02T12:02:10,residential,day,0,55.0,-55.0,False,generator,0.8675,car,0.8303,False,0.1429,no_violation,True,compliant,0
test_clip_1_chunk_0014,2025-11-02T12:02:20,residential,day,0,55.0,-55.0,False,generator,0.6034,car,0.7973,False,0.4286,no_violation,True,compliant,0
test_clip_1_chunk_0015,2025-11-02T12:02:30,residential,day,0,55.0,-55.0,False,generator,0.4135,car,0.8114,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0016,2025-11-02T12:02:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.8285,person,0.8843,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0017,2025-11-02T12:02:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5017,car,0.7961,False,0.5,no_violation,True,compliant,0
test_clip_1_chunk_0018,2025-11-02T12:03:00,residential,day,0,55.0,-55.0,False,generator,0.435,car,0.7992,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0019,2025-11-02T12:03:10,residential,day,0,55.0,-55.0,False,generator,0.3978,car,0.8044,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0020,2025-11-02T12:03:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3601,car,0.8032,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0021,2025-11-02T12:03:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4654,car,0.7934,False,0.1,no_violation,True,compliant,0
test_clip_1_chunk_0022,2025-11-02T12:03:40,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.7177,car,0.8273,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0023,2025-11-02T12:03:50,residential,day,0,55.0,-55.0,False,generator,0.7388,person,0.8101,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0024,2025-11-02T12:04:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.567,car,0.8364,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0025,2025-11-02T12:04:10,residential,day,0,55.0,-55.0,False,generator,0.3789,car,0.836,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0026,2025-11-02T12:04:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5587,car,0.8261,False,0.1111,no_violation,True,compliant,0
test_clip_1_chunk_0027,2025-11-02T12:04:30,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.5253,car,0.7807,False,0.3333,no_violation,True,compliant,0
test_clip_1_chunk_0028,2025-11-02T12:04:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5803,car,0.7741,False,0.2222,no_violation,True,compliant,0
test_clip_1_chunk_0029,2025-11-02T12:04:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3559,car,0.8197,False,0.1111,no_violation,True,compliant,0
test_clip_1_chunk_0030,2025-11-02T12:05:00,residential,day,0,55.0,-55.0,False,generator,0.3779,person,0.8232,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0031,2025-11-02T12:05:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.471,person,0.8615,False,0.1111,no_violation,True,compliant,0
test_clip_1_chunk_0032,2025-11-02T12:05:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6396,car,0.8186,False,0.125,no_violation,True,compliant,0
test_clip_1_chunk_0033,2025-11-02T12:05:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5514,car,0.8071,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0034,2025-11-02T12:05:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4746,car,0.8096,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0035,2025-11-02T12:05:50,residential,day,0,55.0,-55.0,False,generator,0.4466,car,0.7906,False,0.1429,no_violation,True,compliant,0
test_clip_1_chunk_0036,2025-11-02T12:06:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6525,car,0.7804,False,0.4286,no_violation,True,compliant,0
test_clip_1_chunk_0037,2025-11-02T12:06:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6131,car,0.8106,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0038,2025-11-02T12:06:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5951,car,0.8008,False,0.1429,no_violation,True,compliant,0
test_clip_1_chunk_0039,2025-11-02T12:06:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4157,car,0.7822,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0040,2025-11-02T12:06:40,residential,day,0,55.0,-55.0,False,generator,0.401,car,0.785,False,0.1667,no_violation,True,compliant,0
test_clip_1_chunk_0041,2025-11-02T12:06:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3667,car,0.8294,False,0.1667,no_violation,True,compliant,0
test_clip_1_chunk_0042,2025-11-02T12:07:00,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.3376,car,0.8327,False,0.3,no_violation,True,compliant,0
test_clip_1_chunk_0043,2025-11-02T12:07:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4712,car,0.817,False,0.1,no_violation,True,compliant,0
test_clip_1_chunk_0044,2025-11-02T12:07:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5051,car,0.7732,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0045,2025-11-02T12:07:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4804,car,0.7565,False,0.1,no_violation,True,compliant,0
test_clip_1_chunk_0046,2025-11-02T12:07:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6524,car,0.7773,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0047,2025-11-02T12:07:50,residential,day,0,55.0,-55.0,False,generator,0.701,car,0.7785,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0048,2025-11-02T12:08:00,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.522,car,0.8186,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0049,2025-11-02T12:08:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5611,car,0.8172,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0050,2025-11-02T12:08:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5728,car,0.7529,False,0.125,no_violation,True,compliant,0
test_clip_1_chunk_0051,2025-11-02T12:08:30,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.3413,car,0.7772,False,0.125,no_violation,True,compliant,0
test_clip_1_chunk_0052,2025-11-02T12:08:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3941,car,0.7622,False,0.125,no_violation,True,compliant,0
test_clip_1_chunk_0053,2025-11-02T12:08:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3561,car,0.7578,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0054,2025-11-02T12:09:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4139,car,0.8118,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0055,2025-11-02T12:09:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5591,person,0.8757,False,0.1429,no_violation,True,compliant,0
test_clip_1_chunk_0056,2025-11-02T12:09:20,residential,day,0,55.0,-55.0,False,motorvehicle-siren,0.4359,person,0.9038,False,0.3333,no_violation,True,compliant,0
test_clip_1_chunk_0057,2025-11-02T12:09:30,residential,day,0,55.0,-55.0,False,generator,0.4246,person,0.8816,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0058,2025-11-02T12:09:40,residential,day,0,55.0,-55.0,False,generator,0.4877,person,0.8691,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0059,2025-11-02T12:09:50,residential,day,0,55.0,-55.0,False,generator,0.5714,person,0.8599,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0060,2025-11-02T12:10:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7448,car,0.7883,False,0.6,no_violation,True,compliant,0
test_clip_1_chunk_0061,2025-11-02T12:10:10,residential,day,0,55.0,-55.0,False,crowd-noise,0.4822,car,0.7357,True,0.8,no_violation,True,compliant,0
test_clip_1_chunk_0062,2025-11-02T12:10:20,residential,day,0,55.0,-55.0,False,crowd-noise,0.4033,truck,0.8045,True,0.7,no_violation,True,compliant,0
test_clip_1_chunk_0063,2025-11-02T12:10:30,residential,day,0,55.0,-55.0,False,crowd-noise,0.395,car,0.7596,True,0.8889,no_violation,True,compliant,0
test_clip_1_chunk_0064,2025-11-02T12:10:40,residential,day,0,55.0,-55.0,False,crowd-noise,0.3974,bus,0.8582,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0065,2025-11-02T12:10:50,residential,day,0,55.0,-55.0,False,crowd-noise,0.6504,person,0.7751,True,0.7778,no_violation,True,compliant,0
test_clip_1_chunk_0066,2025-11-02T12:11:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.491,truck,0.7417,True,0.8889,no_violation,True,compliant,0
test_clip_1_chunk_0067,2025-11-02T12:11:10,residential,day,0,55.0,-55.0,False,crowd-noise,0.5999,car,0.857,False,0.625,no_violation,True,compliant,0
test_clip_1_chunk_0068,2025-11-02T12:11:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4043,car,0.8588,False,0.625,no_violation,True,compliant,0
test_clip_1_chunk_0069,2025-11-02T12:11:30,residential,day,0,55.0,-55.0,False,crowd-noise,0.4513,car,0.7853,False,0.625,no_violation,True,compliant,0
test_clip_1_chunk_0070,2025-11-02T12:11:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6927,person,0.7604,True,0.7143,no_violation,True,compliant,0
test_clip_1_chunk_0071,2025-11-02T12:11:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7526,car,0.7779,True,0.7143,no_violation,True,compliant,0
test_clip_1_chunk_0072,2025-11-02T12:12:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3943,truck,0.8364,True,0.7143,no_violation,True,compliant,0
test_clip_1_chunk_0073,2025-11-02T12:12:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4967,truck,0.7629,True,0.7143,no_violation,True,compliant,0
test_clip_1_chunk_0074,2025-11-02T12:12:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5045,car,0.8132,False,0.3333,no_violation,True,compliant,0
test_clip_1_chunk_0075,2025-11-02T12:12:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5338,car,0.7949,False,0.6667,no_violation,True,compliant,0
test_clip_1_chunk_0076,2025-11-02T12:12:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3835,truck,0.8319,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0077,2025-11-02T12:12:50,residential,day,0,55.0,-55.0,False,crowd-noise,0.4782,motorcycle,0.7046,False,0.6667,no_violation,True,compliant,0
test_clip_1_chunk_0078,2025-11-02T12:13:00,residential,day,0,55.0,-55.0,False,crowd-noise,0.5615,person,0.7628,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0079,2025-11-02T12:13:10,residential,day,0,55.0,-55.0,False,crowd-noise,0.7683,person,0.7804,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0080,2025-11-02T12:13:20,residential,day,0,55.0,-55.0,False,crowd-noise,0.5364,car,0.8505,False,0.3,no_violation,True,compliant,0
test_clip_1_chunk_0081,2025-11-02T12:13:30,residential,day,0,55.0,-55.0,False,crowd-noise,0.398,person,0.7691,False,0.4,no_violation,True,compliant,0
test_clip_1_chunk_0082,2025-11-02T12:13:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4835,car,0.8345,False,0.4444,no_violation,True,compliant,0
test_clip_1_chunk_0083,2025-11-02T12:13:50,residential,day,0,55.0,-55.0,False,crowd-noise,0.5025,car,0.8801,False,0.0,no_violation,True,compliant,0
