event_id,timestamp,zone,time_of_day,noise_level_db,ambient_limit_db,excess_db,noise_exceeded,top_audio_class,top_audio_confidence,top_video_class,top_video_confidence,is_construction_site,construction_confidence,violations,is_compliant,severity,num_violations
test_clip_1_chunk_0084,2025-11-02T12:14:00,residential,day,0,55.0,-55.0,False,crowd-noise,0.4695,car,0.8535,False,0.3333,no_violation,True,compliant,0
test_clip_1_chunk_0085,2025-11-02T12:14:10,residential,day,0,55.0,-55.0,False,crowd-noise,0.6966,car,0.8675,False,0.375,no_violation,True,compliant,0
test_clip_1_chunk_0086,2025-11-02T12:14:20,residential,day,0,55.0,-55.0,False,crowd-noise,0.4438,person,0.7809,False,0.25,no_violation,True,compliant,0
test_clip_1_chunk_0087,2025-11-02T12:14:30,residential,day,0,55.0,-55.0,False,crowd-noise,0.4749,car,0.8641,False,0.25,no_violation,True,compliant,0
test_clip_1_chunk_0088,2025-11-02T12:14:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4361,car,0.836,False,0.25,no_violation,True,compliant,0
test_clip_1_chunk_0089,2025-11-02T12:14:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.4956,car,0.7039,False,0.2857,no_violation,True,compliant,0
test_clip_1_chunk_0090,2025-11-02T12:15:00,residential,day,0,55.0,-55.0,False,construction-site,0.3973,person,0.7903,False,0.1429,no_violation,True,compliant,0
test_clip_1_chunk_0091,2025-11-02T12:15:10,residential,day,0,55.0,-55.0,False,crowd-noise,0.4439,person,0.7427,False,0.2857,no_violation,True,compliant,0
test_clip_1_chunk_0092,2025-11-02T12:15:20,residential,day,0,55.0,-55.0,False,crowd-noise,0.5701,car,0.79,True,0.7143,no_violation,True,compliant,0
test_clip_1_chunk_0093,2025-11-02T12:15:30,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7673,car,0.778,False,0.5,no_violation,True,compliant,0
test_clip_1_chunk_0094,2025-11-02T12:15:40,residential,day,0,55.0,-55.0,False,crowd-noise,0.6732,car,0.7994,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0095,2025-11-02T12:15:50,residential,day,0,55.0,-55.0,False,generator,0.2879,motorcycle,0.7884,False,0.3333,no_violation,True,compliant,0
test_clip_1_chunk_0096,2025-11-02T12:16:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.3064,person,0.7293,False,0.3333,no_violation,True,compliant,0
test_clip_1_chunk_0097,2025-11-02T12:16:10,residential,day,0,55.0,-55.0,False,crowd-noise,0.6835,car,0.8902,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0098,2025-11-02T12:16:20,residential,day,0,55.0,-55.0,False,crowd-noise,0.4806,car,0.9081,False,0.3,no_violation,True,compliant,0
test_clip_1_chunk_0099,2025-11-02T12:16:30,residential,day,0,55.0,-55.0,False,crowd-noise,0.4445,person,0.6704,False,0.3,no_violation,True,compliant,0
test_clip_1_chunk_0100,2025-11-02T12:16:40,residential,day,0,55.0,-55.0,False,crowd-noise,0.5547,person,0.7531,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0101,2025-11-02T12:16:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5441,person,0.6732,False,0.2222,no_violation,True,compliant,0
test_clip_1_chunk_0102,2025-11-02T12:17:00,residential,day,0,55.0,-55.0,False,mobile-music,0.4448,bicycle,0.6573,True,0.8889,no_violation,True,compliant,0
test_clip_1_chunk_0103,2025-11-02T12:17:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5562,person,0.6535,False,0.5556,no_violation,True,compliant,0
test_clip_1_chunk_0104,2025-11-02T12:17:20,residential,day,0,55.0,-55.0,False,crowd-noise,0.688,person,0.6778,False,0.5556,no_violation,True,compliant,0
test_clip_1_chunk_0105,2025-11-02T12:17:30,residential,day,0,55.0,-55.0,False,crowd-noise,0.4743,car,0.7047,False,0.375,no_violation,True,compliant,0
test_clip_1_chunk_0106,2025-11-02T12:17:40,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6993,car,0.7127,False,0.125,no_violation,True,compliant,0
test_clip_1_chunk_0107,2025-11-02T12:17:50,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7356,person,0.7977,False,0.375,no_violation,True,compliant,0
test_clip_1_chunk_0108,2025-11-02T12:18:00,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.6209,person,0.7743,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0109,2025-11-02T12:18:10,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.7004,motorcycle,0.7205,False,0.0,no_violation,True,compliant,0
test_clip_1_chunk_0110,2025-11-02T12:18:20,residential,day,0,55.0,-55.0,False,motorvehicle-horn,0.5609,person,0.679,False,0.2857,no_violation,True,compliant,0
test_clip_1_chunk_0111,2025-11-02T12:18:30,residential,day,0,55.0,-55.0,False,generator,0.6854,airplane,0.7123,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0112,2025-11-02T12:18:40,residential,day,0,55.0,-55.0,False,generator,0.4989,airplane,0.6715,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0113,2025-11-02T12:18:50,residential,day,0,55.0,-55.0,False,generator,0.8257,airplane,0.6101,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0114,2025-11-02T12:19:00,residential,day,0,55.0,-55.0,False,generator,0.9289,airplane,0.627,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0115,2025-11-02T12:19:10,residential,day,0,55.0,-55.0,False,construction-site,0.675,none,0.0,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0116,2025-11-02T12:19:20,residential,day,0,55.0,-55.0,False,construction-site,0.4,truck,0.5382,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0117,2025-11-02T12:19:30,residential,day,0,55.0,-55.0,False,construction-site,0.4225,truck,0.5405,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0118,2025-11-02T12:19:40,residential,day,0,55.0,-55.0,False,construction-site,0.6579,truck,0.5444,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0119,2025-11-02T12:19:50,residential,day,0,55.0,-55.0,False,construction-site,0.6621,truck,0.7559,True,0.9,no_violation,True,compliant,0
test_clip_1_chunk_0120,2025-11-02T12:20:00,residential,day,0,55.0,-55.0,False,generator,0.5247,truck,0.4453,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0121,2025-11-02T12:20:10,residential,day,0,55.0,-55.0,False,generator,0.5409,truck,0.4926,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0122,2025-11-02T12:20:20,residential,day,0,55.0,-55.0,False,generator,0.6977,motorcycle,0.5264,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0123,2025-11-02T12:20:30,residential,day,0,55.0,-55.0,False,generator,0.6989,truck,0.5482,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0124,2025-11-02T12:20:40,residential,day,0,55.0,-55.0,False,construction-site,0.4921,truck,0.7367,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0125,2025-11-02T12:20:50,residential,day,0,55.0,-55.0,False,generator,0.6751,truck,0.5494,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0126,2025-11-02T12:21:00,residential,day,0,55.0,-55.0,False,generator,0.4767,none,0.0,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0127,2025-11-02T12:21:10,residential,day,0,55.0,-55.0,False,generator,0.7548,truck,0.5911,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0128,2025-11-02T12:21:20,residential,day,0,55.0,-55.0,False,generator,0.6908,truck,0.7176,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0129,2025-11-02T12:21:30,residential,day,0,55.0,-55.0,False,generator,0.675,truck,0.6048,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0130,2025-11-02T12:21:40,residential,day,0,55.0,-55.0,False,construction-site,0.3772,truck,0.5914,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0131,2025-11-02T12:21:50,residential,day,0,55.0,-55.0,False,generator,0.7261,truck,0.8637,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0132,2025-11-02T12:22:00,residential,day,0,55.0,-55.0,False,generator,0.5516,airplane,0.5349,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0133,2025-11-02T12:22:10,residential,day,0,55.0,-55.0,False,generator,0.4966,truck,0.8118,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0134,2025-11-02T12:22:20,residential,day,0,55.0,-55.0,False,generator,0.5375,truck,0.7176,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0135,2025-11-02T12:22:30,residential,day,0,55.0,-55.0,False,generator,0.7136,truck,0.5918,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0136,2025-11-02T12:22:40,residential,day,0,55.0,-55.0,False,generator,0.8235,truck,0.7584,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0137,2025-11-02T12:22:50,residential,day,0,55.0,-55.0,False,generator,0.797,truck,0.5719,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0138,2025-11-02T12:23:00,residential,day,0,55.0,-55.0,False,construction-site,0.4749,truck,0.7088,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0139,2025-11-02T12:23:10,residential,day,0,55.0,-55.0,False,generator,0.6401,truck,0.4674,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0140,2025-11-02T12:23:20,residential,day,0,55.0,-55.0,False,generator,0.4625,truck,0.6726,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0141,2025-11-02T12:23:30,residential,day,0,55.0,-55.0,False,construction-site,0.5624,truck,0.5125,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0142,2025-11-02T12:23:40,residential,day,0,55.0,-55.0,False,construction-site,0.5023,truck,0.6573,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0143,2025-11-02T12:23:50,residential,day,0,55.0,-55.0,False,generator,0.4066,none,0.0,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0144,2025-11-02T12:24:00,residential,day,0,55.0,-55.0,False,generator,0.6835,truck,0.464,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0145,2025-11-02T12:24:10,residential,day,0,55.0,-55.0,False,generator,0.4728,truck,0.7325,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0146,2025-11-02T12:24:20,residential,day,0,55.0,-55.0,False,generator,0.4059,truck,0.5302,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0147,2025-11-02T12:24:30,residential,day,0,55.0,-55.0,False,generator,0.5229,truck,0.7651,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0148,2025-11-02T12:24:40,residential,day,0,55.0,-55.0,False,construction-site,0.4141,truck,0.4333,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0149,2025-11-02T12:24:50,residential,day,0,55.0,-55.0,False,generator,0.5241,truck,0.7047,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0150,2025-11-02T12:25:00,residential,day,0,55.0,-55.0,False,generator,0.618,truck,0.5933,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0151,2025-11-02T12:25:10,residential,day,0,55.0,-55.0,False,construction-site,0.4882,truck,0.4472,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0152,2025-11-02T12:25:20,residential,day,0,55.0,-55.0,False,generator,0.6417,truck,0.7913,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0153,2025-11-02T12:25:30,residential,day,0,55.0,-55.0,False,generator,0.6915,truck,0.6836,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0154,2025-11-02T12:25:40,residential,day,0,55.0,-55.0,False,construction-site,0.5353,truck,0.7372,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0155,2025-11-02T12:25:50,residential,day,0,55.0,-55.0,False,generator,0.5564,truck,0.6526,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0156,2025-11-02T12:26:00,residential,day,0,55.0,-55.0,False,construction-site,0.5569,truck,0.8035,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0157,2025-11-02T12:26:10,residential,day,0,55.0,-55.0,False,construction-site,0.5838,truck,0.7294,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0158,2025-11-02T12:26:20,residential,day,0,55.0,-55.0,False,construction-site,0.646,truck,0.7942,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0159,2025-11-02T12:26:30,residential,day,0,55.0,-55.0,False,construction-site,0.4815,truck,0.7744,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0160,2025-11-02T12:26:40,residential,day,0,55.0,-55.0,False,construction-site,0.5165,truck,0.8229,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0161,2025-11-02T12:26:50,residential,day,0,55.0,-55.0,False,construction-site,0.39,truck,0.5068,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0162,2025-11-02T12:27:00,residential,day,0,55.0,-55.0,False,generator,0.5255,truck,0.6228,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0163,2025-11-02T12:27:10,residential,day,0,55.0,-55.0,False,construction-site,0.7472,truck,0.5465,True,1.0,no_violation,True,compliant,0
test_clip_1_chunk_0164,2025-11-02T12:27:20,residential,day,0,55.0,-55.0,False,construction-site,0.5733,truck,0.5749,True,1.0,no_violation,True,compliant,0
