variant,accuracy,macro_precision,macro_recall,macro_f1
audio_only,0.391304347826087,0.4492784992784993,0.38219103335382404,0.3737606170201107
visual_only,0.35403726708074534,0.5158661887694146,0.37005172179590784,0.30603144158646434
fixed_equal_weight_fusion,0.453416149068323,0.5213690412608396,0.4552073476492081,0.4381397025746871
learned_logistic_regression_fusion,0.5341614906832298,0.5410979754833576,0.5347277382161103,0.5352930798747408
