variant,accuracy,macro_precision,macro_recall,macro_f1
audio_only,0.391304347826087,0.4492784992784993,0.38219103335382404,0.3737606170201107
visual_only,0.35403726708074534,0.5158661887694146,0.37005172179590784,0.30603144158646434
late_fusion_alpha_0.2,0.4472049689440994,0.49658927215106985,0.45833649903417345,0.4087835224563372
