filename,filepath,predicted_class_id,predicted_class_name,confidence,prob_crowd-noise,prob_generator,prob_motorvehicle-horn,prob_mobile-music,prob_community-radio,prob_construction-site,prob_motorvehicle-siren,prob_car-alarm
test_clip_1_chunk_0000.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0000.wav,2,motorvehicle-horn,0.43619003891944885,0.21062542498111725,0.04846611246466637,0.43619003891944885,0.012645984068512917,0.16475710272789001,0.04252436384558678,0.07187996804714203,0.012911003082990646
test_clip_1_chunk_0000.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0000.wav,2,motorvehicle-horn,0.43619003891944885,0.21062542498111725,0.04846611246466637,0.43619003891944885,0.012645984068512917,0.16475710272789001,0.04252436384558678,0.07187996804714203,0.012911003082990646
test_clip_1_chunk_0001.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0001.wav,2,motorvehicle-horn,0.7051554918289185,0.023915324360132217,0.1566457450389862,0.7051554918289185,0.005642464850097895,0.007229651790112257,0.012928706593811512,0.08527927845716476,0.0032033375464379787
test_clip_1_chunk_0001.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0001.wav,2,motorvehicle-horn,0.7051554918289185,0.023915324360132217,0.1566457450389862,0.7051554918289185,0.005642464850097895,0.007229651790112257,0.012928706593811512,0.08527927845716476,0.0032033375464379787
test_clip_1_chunk_0002.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0002.wav,2,motorvehicle-horn,0.49575307965278625,0.03755451366305351,0.27277132868766785,0.49575307965278625,0.00785406120121479,0.010745430365204811,0.018813222646713257,0.14843738079071045,0.008070983923971653
test_clip_1_chunk_0002.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0002.wav,2,motorvehicle-horn,0.49575307965278625,0.03755451366305351,0.27277132868766785,0.49575307965278625,0.00785406120121479,0.010745430365204811,0.018813222646713257,0.14843738079071045,0.008070983923971653
test_clip_1_chunk_0003.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0003.wav,6,motorvehicle-siren,0.3313913643360138,0.021711936220526695,0.29304513335227966,0.29818910360336304,0.01128729060292244,0.015807949006557465,0.022935878485441208,0.3313913643360138,0.005631340201944113
test_clip_1_chunk_0003.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0003.wav,6,motorvehicle-siren,0.3313913643360138,0.021711936220526695,0.29304513335227966,0.29818910360336304,0.01128729060292244,0.015807949006557465,0.022935878485441208,0.3313913643360138,0.005631340201944113
test_clip_1_chunk_0004.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0004.wav,1,generator,0.8378118872642517,0.00851587112993002,0.8378118872642517,0.058310527354478836,0.005559228826314211,0.019531546160578728,0.027279183268547058,0.0385420061647892,0.004449835047125816
test_clip_1_chunk_0004.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0004.wav,1,generator,0.8378118872642517,0.00851587112993002,0.8378118872642517,0.058310527354478836,0.005559228826314211,0.019531546160578728,0.027279183268547058,0.0385420061647892,0.004449835047125816
test_clip_1_chunk_0005.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0005.wav,2,motorvehicle-horn,0.4209558665752411,0.020392127335071564,0.38860735297203064,0.4209558665752411,0.01283245999366045,0.039718158543109894,0.03956468030810356,0.07207049429416656,0.005858824588358402
test_clip_1_chunk_0005.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0005.wav,2,motorvehicle-horn,0.4209558665752411,0.020392127335071564,0.38860735297203064,0.4209558665752411,0.01283245999366045,0.039718158543109894,0.03956468030810356,0.07207049429416656,0.005858824588358402
test_clip_1_chunk_0006.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0006.wav,6,motorvehicle-siren,0.47395193576812744,0.0049398718401789665,0.2157190889120102,0.1208944246172905,0.008638222701847553,0.11352653801441193,0.050934065133333206,0.47395193576812744,0.011395889334380627
test_clip_1_chunk_0006.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0006.wav,6,motorvehicle-siren,0.47395193576812744,0.0049398718401789665,0.2157190889120102,0.1208944246172905,0.008638222701847553,0.11352653801441193,0.050934065133333206,0.47395193576812744,0.011395889334380627
test_clip_1_chunk_0007.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0007.wav,2,motorvehicle-horn,0.626139223575592,0.04234504699707031,0.13147281110286713,0.626139223575592,0.008907425217330456,0.04614230990409851,0.022392787039279938,0.1127699688076973,0.00983048789203167
test_clip_1_chunk_0007.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0007.wav,2,motorvehicle-horn,0.626139223575592,0.04234504699707031,0.13147281110286713,0.626139223575592,0.008907425217330456,0.04614230990409851,0.022392787039279938,0.1127699688076973,0.00983048789203167
test_clip_1_chunk_0008.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0008.wav,2,motorvehicle-horn,0.6120465397834778,0.026764772832393646,0.15026800334453583,0.6120465397834778,0.026886260136961937,0.027587736025452614,0.07221560180187225,0.06964168697595596,0.014589458703994751
test_clip_1_chunk_0008.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0008.wav,2,motorvehicle-horn,0.6120465397834778,0.026764772832393646,0.15026800334453583,0.6120465397834778,0.026886260136961937,0.027587736025452614,0.07221560180187225,0.06964168697595596,0.014589458703994751
test_clip_1_chunk_0009.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0009.wav,2,motorvehicle-horn,0.7384858727455139,0.06831525266170502,0.05461333692073822,0.7384858727455139,0.007906017825007439,0.015411331318318844,0.014029961079359055,0.09645403921604156,0.004784147255122662
test_clip_1_chunk_0009.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0009.wav,2,motorvehicle-horn,0.7384858727455139,0.06831525266170502,0.05461333692073822,0.7384858727455139,0.007906017825007439,0.015411331318318844,0.014029961079359055,0.09645403921604156,0.004784147255122662
test_clip_1_chunk_0010.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0010.wav,2,motorvehicle-horn,0.7439310550689697,0.15648253262043,0.014391702599823475,0.7439310550689697,0.00427199574187398,0.011730853468179703,0.011813865974545479,0.05241573974490166,0.004962350241839886
test_clip_1_chunk_0010.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0010.wav,2,motorvehicle-horn,0.7439310550689697,0.15648253262043,0.014391702599823475,0.7439310550689697,0.00427199574187398,0.011730853468179703,0.011813865974545479,0.05241573974490166,0.004962350241839886
test_clip_1_chunk_0011.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0011.wav,2,motorvehicle-horn,0.6349322199821472,0.03507397323846817,0.14125989377498627,0.6349322199821472,0.007248695008456707,0.024523673579096794,0.03744654357433319,0.11532805114984512,0.004187014885246754
test_clip_1_chunk_0011.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0011.wav,2,motorvehicle-horn,0.6349322199821472,0.03507397323846817,0.14125989377498627,0.6349322199821472,0.007248695008456707,0.024523673579096794,0.03744654357433319,0.11532805114984512,0.004187014885246754
test_clip_1_chunk_0012.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0012.wav,2,motorvehicle-horn,0.8852865695953369,0.008883683942258358,0.039625100791454315,0.8852865695953369,0.0013623011764138937,0.007013331167399883,0.04673303663730621,0.008709212765097618,0.002386718988418579
test_clip_1_chunk_0012.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0012.wav,2,motorvehicle-horn,0.8852865695953369,0.008883683942258358,0.039625100791454315,0.8852865695953369,0.0013623011764138937,0.007013331167399883,0.04673303663730621,0.008709212765097618,0.002386718988418579
test_clip_1_chunk_0013.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0013.wav,1,generator,0.8675483465194702,0.0051890104077756405,0.8675483465194702,0.09113126993179321,2.9170541893108748e-05,0.004232368897646666,0.030107541009783745,0.0015890421345829964,0.0001732722739689052
test_clip_1_chunk_0013.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0013.wav,1,generator,0.8675483465194702,0.0051890104077756405,0.8675483465194702,0.09113126993179321,2.9170541893108748e-05,0.004232368897646666,0.030107541009783745,0.0015890421345829964,0.0001732722739689052
test_clip_1_chunk_0014.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0014.wav,1,generator,0.6033889055252075,0.009584748186171055,0.6033889055252075,0.3287883400917053,0.004639752209186554,0.00537915388122201,0.03277947008609772,0.012594630941748619,0.0028450689278542995
test_clip_1_chunk_0014.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0014.wav,1,generator,0.6033889055252075,0.009584748186171055,0.6033889055252075,0.3287883400917053,0.004639752209186554,0.00537915388122201,0.03277947008609772,0.012594630941748619,0.0028450689278542995
test_clip_1_chunk_0015.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0015.wav,1,generator,0.41346296668052673,0.005497039295732975,0.41346296668052673,0.06769481301307678,0.04727906361222267,0.06118334084749222,0.046002913266420364,0.3552194833755493,0.0036603582557290792
test_clip_1_chunk_0015.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0015.wav,1,generator,0.41346296668052673,0.005497039295732975,0.41346296668052673,0.06769481301307678,0.04727906361222267,0.06118334084749222,0.046002913266420364,0.3552194833755493,0.0036603582557290792
test_clip_1_chunk_0016.wav,..\pre_inference\processed_media\audio_chunks\test_clip_1_chunk_0016.wav,2,motorvehicle-horn,0.8285496830940247,0.024565767496824265,0.04625594615936279,0.8285496830940247,0.0043741436675190926,0.011067654006183147,0.01049370039254427,0.0693710595369339,0.005322034936398268
